DATA PEDIDO,DATA ENTREGA,PRODUTO,MEIO,FALHAS,STATUS,MOTIVO,Prazo
28/4/2005,17/6/2005,CONTAS A PAGAR,CNAB,6,Operando,,50
28/4/2005,15/6/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,48
2/5/2005,14/7/2005,CONTAS A PAGAR,CNAB,9,Desistiu,MUITA BUROCRACIA,73
2/5/2005,24/6/2005,CONTAS A PAGAR,CNAB,6,Desistiu,NÃO CUMPRIU PRAZO,53
2/5/2005,17/6/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,MUITA BUROCRACIA,46
2/5/2005,12/6/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,MUDANÇAS INTERNAS,41
2/5/2005,13/7/2005,CONTAS A PAGAR,CNAB,8,Operando,,72
3/5/2005,19/6/2005,COBRANÇA COM REGISTRO,CNAB,10,Desistiu,NÃO CUMPRIU PRAZO,47
3/5/2005,17/6/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,45
3/5/2005,12/6/2005,COBRANÇA COM REGISTRO,CNAB,5,Desistiu,NÃO CUMPRIU PRAZO,40
3/5/2005,18/6/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,46
3/5/2005,12/6/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,40
3/5/2005,16/6/2005,COBRANÇA SEM REGISTRO,CNAB,7,Operando,,44
3/5/2005,27/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,24
3/5/2005,20/5/2005,CONTAS A PAGAR,INTERNET,4,Operando,,17
4/5/2005,1/6/2005,COBRANÇA SEM REGISTRO,CNAB,3,Desistiu,PREÇO DOS SERVIÇOS,28
4/5/2005,27/6/2005,COBRANÇA COM REGISTRO,INTERNET,10,Desistiu,MAU ATENDIMENTO,54
4/5/2005,26/6/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,53
4/5/2005,10/6/2005,CONTAS A PAGAR,INTERNET,3,Desistiu,MUITA BUROCRACIA,37
4/5/2005,24/6/2005,CONTAS A PAGAR,INTERNET,7,Operando,,51
4/5/2005,16/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,43
4/5/2005,4/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,31
4/5/2005,29/5/2005,CONTAS A PAGAR,INTERNET,6,Operando,,25
4/5/2005,28/5/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,24
5/5/2005,18/6/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,MUITA BUROCRACIA,44
5/5/2005,14/6/2005,COBRANÇA COM REGISTRO,CNAB,5,Desistiu,NÃO CUMPRIU PRAZO,40
5/5/2005,28/6/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,MUITA BUROCRACIA,54
5/5/2005,26/6/2005,COBRANÇA COM REGISTRO,INTERNET,8,Desistiu,MUDANÇAS INTERNAS,52
5/5/2005,12/6/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,OUTROS,38
5/5/2005,12/6/2005,CONTAS A PAGAR,CNAB,4,Operando,,38
5/5/2005,28/5/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,23
5/5/2005,15/5/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,10
5/5/2005,27/6/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,53
5/5/2005,14/6/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,40
5/5/2005,10/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,36
5/5/2005,4/6/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,30
5/5/2005,30/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,25
5/5/2005,29/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,24
5/5/2005,29/5/2005,CONTAS A PAGAR,INTERNET,2,Operando,,24
5/5/2005,25/5/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,20
5/5/2005,25/5/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,20
5/5/2005,24/5/2005,COBRANÇA SEM REGISTRO,INTERNET,5,Operando,,19
5/5/2005,18/5/2005,COBRANÇA SEM REGISTRO,INTERNET,4,Operando,,13
6/5/2005,17/7/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,72
6/5/2005,5/7/2005,CONTAS A PAGAR,CNAB,6,Desistiu,NÃO CUMPRIU PRAZO,60
6/5/2005,20/6/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,45
6/5/2005,29/6/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,54
6/5/2005,19/5/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,13
6/5/2005,19/5/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,13
6/5/2005,18/5/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,12
9/5/2005,13/7/2005,CONTAS A PAGAR,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,65
9/5/2005,22/6/2005,COBRANÇA COM REGISTRO,CNAB,5,Desistiu,NÃO CUMPRIU PRAZO,44
9/5/2005,29/5/2005,CONTAS A PAGAR,CNAB,5,Desistiu,FALTA DE RETORNO,20
9/5/2005,30/6/2005,COBRANÇA COM REGISTRO,INTERNET,14,Desistiu,NÃO CUMPRIU PRAZO,52
9/5/2005,8/6/2005,CONTAS A PAGAR,INTERNET,4,Desistiu,PREÇO DOS SERVIÇOS,30
9/5/2005,3/6/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,OFERTA CONCORRENCIA,25
9/5/2005,22/6/2005,CONTAS A PAGAR,CNAB,6,Operando,,44
9/5/2005,26/5/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,17
9/5/2005,22/5/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,13
9/5/2005,29/6/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,51
9/5/2005,14/6/2005,CONTAS A PAGAR,INTERNET,7,Operando,,36
9/5/2005,2/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,24
9/5/2005,31/5/2005,CONTAS A PAGAR,INTERNET,3,Operando,,22
9/5/2005,28/5/2005,CONTAS A PAGAR,INTERNET,4,Operando,,19
10/5/2005,18/7/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,69
10/5/2005,17/6/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,NÃO CUMPRIU PRAZO,38
10/5/2005,2/7/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,53
10/5/2005,4/6/2005,CONTAS A PAGAR,CNAB,6,Operando,,25
10/5/2005,27/5/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,17
10/5/2005,19/6/2005,CONTAS A PAGAR,INTERNET,7,Operando,,40
10/5/2005,2/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,23
11/5/2005,24/6/2005,CONTAS A PAGAR,CNAB,6,Desistiu,FALTA DE RETORNO,44
11/5/2005,3/7/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,MUITA BUROCRACIA,53
11/5/2005,24/6/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,MUITA BUROCRACIA,44
11/5/2005,16/6/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,36
11/5/2005,12/6/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,MUITA BUROCRACIA,32
11/5/2005,4/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,54
11/5/2005,4/7/2005,CONTAS A PAGAR,INTERNET,8,Operando,,54
11/5/2005,2/7/2005,CONTAS A PAGAR,INTERNET,5,Operando,,52
11/5/2005,1/7/2005,CONTAS A PAGAR,INTERNET,9,Operando,,51
11/5/2005,1/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,51
11/5/2005,19/6/2005,CONTAS A PAGAR,INTERNET,6,Operando,,39
11/5/2005,15/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,35
11/5/2005,24/5/2005,CONTAS A PAGAR,INTERNET,6,Operando,,13
12/5/2005,4/6/2005,COBRANÇA SEM REGISTRO,INTERNET,3,Desistiu,OFERTA CONCORRENCIA,23
12/5/2005,9/6/2005,COBRANÇA COM REGISTRO,CNAB,8,Operando,,28
12/5/2005,28/5/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,16
12/5/2005,2/7/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,51
12/5/2005,27/5/2005,COBRANÇA COM REGISTRO,INTERNET,2,Operando,,15
13/5/2005,29/6/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,NÃO CUMPRIU PRAZO,47
13/5/2005,29/6/2005,CONTAS A PAGAR,CNAB,6,Desistiu,NÃO CUMPRIU PRAZO,47
13/5/2005,25/6/2005,CONTAS A PAGAR,CNAB,4,Desistiu,OUTROS,43
13/5/2005,3/7/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,51
13/5/2005,18/6/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,NÃO CUMPRIU PRAZO,36
13/5/2005,16/6/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,NÃO CUMPRIU PRAZO,34
13/5/2005,15/6/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,NÃO CUMPRIU PRAZO,33
13/5/2005,27/6/2005,CONTAS A PAGAR,CNAB,6,Operando,,45
13/5/2005,28/5/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,15
13/5/2005,24/5/2005,CONTAS A PAGAR,CNAB,1,Operando,,11
13/5/2005,5/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,23
16/5/2005,29/6/2005,COBRANÇA SEM REGISTRO,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,44
16/5/2005,29/6/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,MUITA BUROCRACIA,44
16/5/2005,30/6/2005,CONTAS A PAGAR,CNAB,7,Operando,,45
16/5/2005,29/6/2005,CONTAS A PAGAR,CNAB,5,Operando,,44
16/5/2005,15/6/2005,CONTAS A PAGAR,CNAB,8,Operando,,30
16/5/2005,8/7/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,53
16/5/2005,8/7/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,53
16/5/2005,3/7/2005,CONTAS A PAGAR,INTERNET,8,Operando,,48
17/5/2005,2/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MAU ATENDIMENTO,46
17/5/2005,1/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MUDANÇAS INTERNAS,45
17/5/2005,26/7/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,MUITA BUROCRACIA,70
17/5/2005,1/6/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,15
17/5/2005,7/7/2005,CONTAS A PAGAR,INTERNET,8,Operando,,51
17/5/2005,7/7/2005,CONTAS A PAGAR,INTERNET,8,Operando,,51
17/5/2005,7/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,51
17/5/2005,15/6/2005,CONTAS A PAGAR,INTERNET,6,Operando,,29
17/5/2005,14/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,28
17/5/2005,8/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,22
17/5/2005,24/5/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,7
18/5/2005,19/7/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,62
18/5/2005,25/7/2005,COBRANÇA COM REGISTRO,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,68
18/5/2005,16/7/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,59
18/5/2005,10/7/2005,CONTAS A PAGAR,CNAB,7,Operando,,53
18/5/2005,8/6/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,21
18/5/2005,2/8/2005,CONTAS A PAGAR,INTERNET,8,Operando,,76
18/5/2005,4/7/2005,CONTAS A PAGAR,INTERNET,6,Operando,,47
18/5/2005,7/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,20
18/5/2005,7/6/2005,CONTAS A PAGAR,INTERNET,8,Operando,,20
18/5/2005,4/6/2005,CONTAS A PAGAR,INTERNET,3,Operando,,17
19/5/2005,25/7/2005,COBRANÇA COM REGISTRO,CNAB,9,Desistiu,FALTA ASSISTENCIA TECNICA,67
19/5/2005,11/7/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,NÃO CUMPRIU PRAZO,53
19/5/2005,9/7/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,51
19/5/2005,7/6/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,PREÇO DOS SERVIÇOS,19
19/5/2005,19/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,61
19/5/2005,8/7/2005,CONTAS A PAGAR,INTERNET,6,Operando,,50
19/5/2005,8/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,50
19/5/2005,8/7/2005,CONTAS A PAGAR,INTERNET,9,Operando,,50
19/5/2005,7/7/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,49
19/5/2005,11/6/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,23
19/5/2005,5/6/2005,COBRANÇA SEM REGISTRO,INTERNET,4,Operando,,17
20/5/2005,24/7/2005,COBRANÇA COM REGISTRO,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,65
20/5/2005,22/7/2005,CONTAS A PAGAR,CNAB,7,Desistiu,FALTA ASSISTENCIA TECNICA,63
20/5/2005,21/7/2005,COBRANÇA COM REGISTRO,CNAB,9,Desistiu,MUITA BUROCRACIA,62
20/5/2005,3/7/2005,CONTAS A PAGAR,CNAB,5,Desistiu,NÃO CUMPRIU PRAZO,44
20/5/2005,30/6/2005,CONTAS A PAGAR,CNAB,7,Desistiu,MUITA BUROCRACIA,41
20/5/2005,9/7/2005,COBRANÇA COM REGISTRO,INTERNET,5,Desistiu,FALTA ASSISTENCIA TECNICA,50
20/5/2005,9/7/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,MUITA BUROCRACIA,50
20/5/2005,8/7/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,49
20/5/2005,7/7/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,48
20/5/2005,27/6/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,NÃO CUMPRIU PRAZO,38
20/5/2005,1/7/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,42
20/5/2005,4/6/2005,CONTAS A PAGAR,CNAB,2,Operando,,15
20/5/2005,20/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,61
20/5/2005,7/7/2005,CONTAS A PAGAR,INTERNET,6,Operando,,48
20/5/2005,18/6/2005,CONTAS A PAGAR,INTERNET,2,Operando,,29
20/5/2005,16/6/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,27
20/5/2005,10/6/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,21
20/5/2005,8/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,19
20/5/2005,7/6/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,18
20/5/2005,6/6/2005,COBRANÇA SEM REGISTRO,INTERNET,5,Operando,,17
20/5/2005,2/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,13
23/5/2005,29/7/2005,CONTAS A PAGAR,CNAB,10,Desistiu,NÃO CUMPRIU PRAZO,67
23/5/2005,17/7/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,55
23/5/2005,7/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Operando,,45
23/5/2005,13/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,51
23/5/2005,25/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,33
23/5/2005,25/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,33
23/5/2005,23/6/2005,CONTAS A PAGAR,INTERNET,8,Operando,,31
23/5/2005,9/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,17
23/5/2005,5/6/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,13
23/5/2005,28/5/2005,COBRANÇA COM REGISTRO,INTERNET,3,Operando,,5
24/5/2005,6/7/2005,COBRANÇA COM REGISTRO,CNAB,5,Desistiu,NÃO CUMPRIU PRAZO,43
24/5/2005,11/7/2005,COBRANÇA COM REGISTRO,INTERNET,8,Desistiu,MUITA BUROCRACIA,48
24/5/2005,5/7/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,42
24/5/2005,26/6/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,33
25/5/2005,12/7/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,48
25/5/2005,11/7/2005,COBRANÇA COM REGISTRO,INTERNET,9,Desistiu,MUITA BUROCRACIA,47
25/5/2005,21/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,27
25/5/2005,19/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,25
25/5/2005,14/6/2005,CONTAS A PAGAR,INTERNET,4,Operando,,20
27/5/2005,25/7/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,59
27/5/2005,24/7/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,MUITA BUROCRACIA,58
27/5/2005,15/7/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,49
27/5/2005,14/7/2005,COBRANÇA COM REGISTRO,INTERNET,8,Operando,,48
27/5/2005,14/7/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,48
30/5/2005,10/10/2005,CONTAS A PAGAR,CNAB,13,Desistiu,NÃO CUMPRIU PRAZO,133
30/5/2005,5/8/2005,COBRANÇA COM REGISTRO,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,67
30/5/2005,22/7/2005,CONTAS A PAGAR,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,53
30/5/2005,3/8/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,65
30/5/2005,20/7/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,FALTA ASSISTENCIA TECNICA,51
30/5/2005,17/7/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,FALTA DE RETORNO,48
30/5/2005,29/6/2005,CONTAS A PAGAR,CNAB,7,Operando,,30
30/5/2005,16/7/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,47
30/5/2005,11/7/2005,CONTAS A PAGAR,INTERNET,4,Operando,,42
30/5/2005,10/7/2005,CONTAS A PAGAR,INTERNET,7,Operando,,41
30/5/2005,10/7/2005,CONTAS A PAGAR,INTERNET,10,Operando,,41
30/5/2005,29/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,30
30/5/2005,29/6/2005,CONTAS A PAGAR,INTERNET,8,Operando,,30
30/5/2005,28/6/2005,CONTAS A PAGAR,INTERNET,7,Operando,,29
30/5/2005,28/6/2005,CONTAS A PAGAR,INTERNET,7,Operando,,29
30/5/2005,23/6/2005,CONTAS A PAGAR,INTERNET,6,Operando,,24
30/5/2005,17/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,18
31/5/2005,5/8/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,FALTA ASSISTENCIA TECNICA,66
31/5/2005,2/8/2005,CONTAS A PAGAR,CNAB,6,Desistiu,MUITA BUROCRACIA,63
31/5/2005,24/7/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,MAU ATENDIMENTO,54
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MUITA BUROCRACIA,53
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,53
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,FALTA DE RETORNO,53
31/5/2005,21/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,FALTA ASSISTENCIA TECNICA,51
31/5/2005,21/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MUITA BUROCRACIA,51
31/5/2005,19/6/2005,COBRANÇA COM REGISTRO,INTERNET,2,Desistiu,OFERTA CONCORRENCIA,19
31/5/2005,18/6/2005,COBRANÇA SEM REGISTRO,INTERNET,4,Desistiu,FALTA ASSISTENCIA TECNICA,18
31/5/2005,24/7/2005,COBRANÇA COM REGISTRO,CNAB,8,Operando,,54
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,53
31/5/2005,12/7/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,42
31/5/2005,11/7/2005,CONTAS A PAGAR,INTERNET,5,Operando,,41